"Yaş","Gelir","Harcamalar","Kredi_Skoru","İnternet_Aboneliği","Yorum","Puan"
45,35969,28038,683,4,"Güzel hizmet, ama daha iyi olabilir.",673
22,43162,20093,635,3,"Kaliteli, ama fiyat biraz yüksek.",205
38,95435,20871,744,16,"Kaliteli, ama fiyat biraz yüksek.",340
35,35037,33937,603,14,"Güzel hizmet, ama daha iyi olabilir.",833
64,90526,36746,730,10,"Beklediğimden daha iyi.",905
23,44693,17452,618,6,"Harika ürünler!",51
46,89090,34941,657,8,"Beklediğimden daha iyi.",425
36,32451,13960,606,24,"Güzel hizmet, ama daha iyi olabilir.",955
50,95560,16834,635,16,"Beklentilerimin altında.",208
18,35962,20564,675,10,"Güzel hizmet, ama daha iyi olabilir.",513
62,46444,24742,747,22,"Yine de memnun kaldım.",986
20,70443,15091,701,21,"Yeterli bir deneyim.",640
59,46506,26902,675,7,"Beklentilerimin altında.",177
38,68384,39567,667,19,"Ürünler kaliteli, ama fiyatlar yüksek.",675
52,54248,13710,665,18,"Hizmet çok iyi, teşekkürler.",864
58,76162,27213,646,13,"Beklediğimden daha iyi.",21
57,72690,37209,733,8,"Hizmet çok iyi, teşekkürler.",368
20,99625,16627,617,14,"Güzel hizmet, ama daha iyi olabilir.",738
42,98008,34846,621,9,"Beklentilerimin altında.",993
62,90309,17988,667,12,"Yeterli bir deneyim.",81
55,73237,12986,697,6,"Yeterli bir deneyim.",163
62,65732,38114,608,20,"Beklentilerimin altında.",376
37,38104,39140,674,22,"Güzel hizmet, ama daha iyi olabilir.",2
69,64980,33159,616,23,"Yine de memnun kaldım.",683
61,69560,33074,650,12,"Hizmet çok iyi, teşekkürler.",117
62,39554,31198,623,24,"İnternetten daha iyi bekliyordum.",655
51,75987,35583,724,19,"Harika ürünler!",763
38,60985,20509,614,12,"Yine de memnun kaldım.",394
65,78167,35180,730,22,"Hizmet çok iyi, teşekkürler.",265
40,70428,25300,651,22,"Yeterli bir deneyim.",434
23,97238,22665,653,7,"Ürünler kaliteli, ama fiyatlar yüksek.",681
68,92723,26560,657,15,"Beklediğimden daha iyi.",724
30,47038,20513,644,16,"Beklentilerimin altında.",792
66,52219,19906,717,4,"Güzel hizmet, ama daha iyi olabilir.",226
40,34271,35212,676,6,"Ürünler kaliteli, ama fiyatlar yüksek.",375
26,57397,16170,649,16,"Yeterli bir deneyim.",261
34,59602,12623,621,15,"İnternetten daha iyi bekliyordum.",365
19,84471,38731,651,2,"Yeterli bir deneyim.",766
36,92150,29162,630,24,"Yine de memnun kaldım.",427
36,74227,25576,670,3,"Beklentilerimin altında.",7
24,53116,30136,689,15,"Beklediğimden daha iyi.",929
59,36674,35236,630,8,"İnternetten daha iyi bekliyordum.",40
59,47469,14365,701,12,"Yine de memnun kaldım.",877
37,35446,21379,731,22,"Beklentilerimin altında.",256
26,50760,14340,696,2,"İnternetten daha iyi bekliyordum.",642
34,31963,14755,666,15,"İnternetten daha iyi bekliyordum.",563
44,57262,25963,736,8,"İnternetten daha iyi bekliyordum.",101
64,35177,34660,682,22,"Hizmet çok iyi, teşekkürler.",218
19,41160,30054,655,11,"Beklediğimden daha iyi.",243
53,37543,19098,625,17,"Yeterli bir deneyim.",844
36,69278,25991,659,22,"Harika ürünler!",938
34,59607,29905,727,21,"Hizmet çok iyi, teşekkürler.",302
22,47221,28259,726,22,"Beklentilerimin altında.",369
56,33323,13958,671,1,"Harika ürünler!",850
35,82105,12136,689,20,"Beklediğimden daha iyi.",274
24,96968,20788,657,23,"Güzel hizmet, ama daha iyi olabilir.",69
34,53238,19045,662,15,"Güzel hizmet, ama daha iyi olabilir.",46
56,93830,10506,719,21,"Yeterli bir deneyim.",116
53,38330,18599,730,22,"Yeterli bir deneyim.",589
57,74153,31774,734,2,"İnternetten daha iyi bekliyordum.",516
62,38611,18715,713,24,"Beklentilerimin altında.",253
21,43872,31997,601,10,"İnternetten daha iyi bekliyordum.",831
55,79455,33134,739,20,"Harika ürünler!",618
42,64930,13050,647,6,"İnternetten daha iyi bekliyordum.",755
22,92714,24783,652,3,"Harika ürünler!",172
47,78716,33476,724,13,"Beklentilerimin altında.",959
29,96704,12397,716,24,"Kaliteli, ama fiyat biraz yüksek.",428
21,30415,17912,690,15,"Harika ürünler!",35
41,39888,37475,681,6,"Beklediğimden daha iyi.",904
46,75299,34903,667,9,"Ürünler kaliteli, ama fiyatlar yüksek.",406
26,88765,36411,693,10,"İnternetten daha iyi bekliyordum.",415
21,92714,11309,748,9,"İnternetten daha iyi bekliyordum.",988
68,45935,17202,671,18,"Beklediğimden daha iyi.",684
41,31320,17700,702,9,"Ürünler kaliteli, ama fiyatlar yüksek.",411
31,76032,14718,612,24,"Yeterli bir deneyim.",487
22,47907,37111,723,18,"Yeterli bir deneyim.",691
35,68002,15950,749,9,"Harika ürünler!",778
59,74838,20233,606,5,"Ürünler kaliteli, ama fiyatlar yüksek.",766
36,68912,24171,623,13,"Beklediğimden daha iyi.",914
29,30552,20726,732,12,"Kaliteli, ama fiyat biraz yüksek.",831
35,50140,36768,649,9,"Beklentilerimin altında.",320
34,78737,27139,625,19,"İnternetten daha iyi bekliyordum.",72
47,63367,10145,737,20,"Hizmet çok iyi, teşekkürler.",568
41,54061,31500,610,1,"Yine de memnun kaldım.",577
28,72124,22014,639,11,"Beklediğimden daha iyi.",643
52,75638,29958,701,5,"Kaliteli, ama fiyat biraz yüksek.",412
40,31982,36203,610,7,"Kaliteli, ama fiyat biraz yüksek.",771
34,65765,31307,711,13,"Hizmet çok iyi, teşekkürler.",123
18,84681,11858,693,23,"Yeterli bir deneyim.",384
32,93232,14722,603,6,"İnternetten daha iyi bekliyordum.",603
49,92349,13598,601,13,"Yine de memnun kaldım.",785
26,93474,23583,644,6,"Ürünler kaliteli, ama fiyatlar yüksek.",652
32,59513,24869,673,15,"Güzel hizmet, ama daha iyi olabilir.",231
45,52592,27013,702,8,"Harika ürünler!",581
41,53618,25216,641,11,"Beklediğimden daha iyi.",432
52,81632,21358,628,10,"Yeterli bir deneyim.",490
39,45409,13518,743,9,"İnternetten daha iyi bekliyordum.",686
44,39529,32942,699,4,"Beklentilerimin altında.",870
36,54154,14352,731,14,"Beklediğimden daha iyi.",85
62,62882,22106,699,4,"Beklediğimden daha iyi.",764
29,74917,17429,615,24,"Ürünler kaliteli, ama fiyatlar yüksek.",29
37,45701,19096,605,15,"Yine de memnun kaldım.",666
18,98225,15555,641,21,"Güzel hizmet, ama daha iyi olabilir.",199
38,82492,17997,727,10,"Beklediğimden daha iyi.",874
66,32988,20809,699,14,"Beklediğimden daha iyi.",155
62,65919,37365,675,6,"Ürünler kaliteli, ama fiyatlar yüksek.",756
18,78426,26491,641,16,"Beklediğimden daha iyi.",897
27,82167,35618,694,12,"Yeterli bir deneyim.",531
64,39013,35964,611,4,"Beklentilerimin altında.",714
49,69113,19868,723,1,"Harika ürünler!",845
56,33574,31882,663,4,"Harika ürünler!",151
39,37838,30639,628,13,"Beklediğimden daha iyi.",76
35,61368,14195,618,7,"Kaliteli, ama fiyat biraz yüksek.",327
65,62228,18456,696,15,"Ürünler kaliteli, ama fiyatlar yüksek.",171
63,79711,13821,644,6,"Yine de memnun kaldım.",404
49,76097,37373,653,14,"Ürünler kaliteli, ama fiyatlar yüksek.",405
44,85773,37696,709,18,"İnternetten daha iyi bekliyordum.",840
45,58639,27060,679,4,"Beklediğimden daha iyi.",761
35,44823,39470,612,1,"Güzel hizmet, ama daha iyi olabilir.",697
56,53510,21678,739,3,"Harika ürünler!",361
66,68333,15178,712,13,"Yeterli bir deneyim.",127
46,34435,20898,670,18,"Ürünler kaliteli, ama fiyatlar yüksek.",874
35,68418,15566,613,4,"Beklediğimden daha iyi.",522
61,87955,30353,641,4,"Yeterli bir deneyim.",335
25,89507,15420,698,11,"Güzel hizmet, ama daha iyi olabilir.",753
48,81033,10607,675,14,"Harika ürünler!",692
51,77219,15674,703,7,"Güzel hizmet, ama daha iyi olabilir.",264
24,64477,38001,720,3,"Hizmet çok iyi, teşekkürler.",194
53,72721,32272,664,7,"Ürünler kaliteli, ama fiyatlar yüksek.",757
35,97228,31716,744,8,"Kaliteli, ama fiyat biraz yüksek.",99
55,45523,33740,637,12,"Harika ürünler!",563
26,62326,33170,627,7,"Hizmet çok iyi, teşekkürler.",370
26,72205,12394,632,24,"Yeterli bir deneyim.",908
63,30125,21051,710,16,"Yine de memnun kaldım.",896
25,96735,18070,725,17,"Kaliteli, ama fiyat biraz yüksek.",427
68,46375,39472,727,22,"Kaliteli, ama fiyat biraz yüksek.",586
52,32711,35736,669,4,"Beklediğimden daha iyi.",919
35,62437,31533,684,17,"Kaliteli, ama fiyat biraz yüksek.",132
22,58022,32673,731,18,"Yine de memnun kaldım.",255
31,39182,20039,718,4,"Yeterli bir deneyim.",449
45,70950,38633,609,17,"Ürünler kaliteli, ama fiyatlar yüksek.",720
47,42920,36067,635,15,"Ürünler kaliteli, ama fiyatlar yüksek.",976
21,52144,12021,672,22,"Kaliteli, ama fiyat biraz yüksek.",403
56,32565,34168,731,17,"Beklentilerimin altında.",959
37,83942,30982,721,13,"İnternetten daha iyi bekliyordum.",654
42,54691,29399,735,3,"Beklediğimden daha iyi.",579
45,63799,31694,626,12,"Yine de memnun kaldım.",53
29,96777,39142,736,17,"Güzel hizmet, ama daha iyi olabilir.",778
19,64510,37313,640,22,"Yeterli bir deneyim.",406
60,58975,26110,703,22,"Beklediğimden daha iyi.",384
31,83242,12048,625,7,"Kaliteli, ama fiyat biraz yüksek.",937
39,76546,38781,731,7,"Yine de memnun kaldım.",241
48,53267,32353,715,11,"Yeterli bir deneyim.",46
40,99939,38530,728,16,"Hizmet çok iyi, teşekkürler.",114
65,34897,10893,747,4,"Güzel hizmet, ama daha iyi olabilir.",707
37,30163,35663,691,16,"Beklentilerimin altında.",805
55,82540,23043,695,5,"İnternetten daha iyi bekliyordum.",129
21,60030,38724,651,19,"İnternetten daha iyi bekliyordum.",556
32,85313,36885,693,22,"Güzel hizmet, ama daha iyi olabilir.",154
41,59870,21792,663,14,"Güzel hizmet, ama daha iyi olabilir.",993
42,59482,23613,620,7,"Harika ürünler!",972
18,61058,24316,705,9,"İnternetten daha iyi bekliyordum.",494
24,87255,16087,679,13,"Beklentilerimin altında.",828
48,94930,12933,675,16,"Hizmet çok iyi, teşekkürler.",81
29,80500,28665,695,21,"Yine de memnun kaldım.",778
59,56379,18264,624,4,"Hizmet çok iyi, teşekkürler.",964
22,97787,11380,625,7,"Güzel hizmet, ama daha iyi olabilir.",668
61,53674,39622,699,3,"Yeterli bir deneyim.",24
67,36590,26867,680,20,"Beklediğimden daha iyi.",333
59,61432,19221,626,15,"İnternetten daha iyi bekliyordum.",181
55,70426,21973,662,21,"Kaliteli, ama fiyat biraz yüksek.",431
29,79584,23164,685,14,"Beklediğimden daha iyi.",173
56,68015,30163,717,7,"Beklediğimden daha iyi.",808
35,99353,16101,637,18,"İnternetten daha iyi bekliyordum.",997
19,34600,36407,645,5,"Ürünler kaliteli, ama fiyatlar yüksek.",40
27,54690,14954,726,21,"Kaliteli, ama fiyat biraz yüksek.",444
32,63762,36596,670,20,"Hizmet çok iyi, teşekkürler.",868
47,67499,15953,730,8,"İnternetten daha iyi bekliyordum.",394
61,37670,16280,733,20,"Hizmet çok iyi, teşekkürler.",939
34,47341,10778,612,18,"Hizmet çok iyi, teşekkürler.",287
21,47015,13475,689,21,"İnternetten daha iyi bekliyordum.",560
24,95126,14723,711,19,"Beklentilerimin altında.",261
58,85197,24890,632,20,"Beklentilerimin altında.",755
48,79849,33270,661,3,"Beklediğimden daha iyi.",56
68,45852,16713,662,23,"Beklentilerimin altında.",5
56,85361,37853,655,6,"Hizmet çok iyi, teşekkürler.",558
51,51258,18601,638,18,"Hizmet çok iyi, teşekkürler.",574
23,92355,27443,659,15,"Beklentilerimin altında.",944
67,71508,32757,704,14,"Beklediğimden daha iyi.",917
55,97784,33778,726,24,"Beklediğimden daha iyi.",578
62,57410,28693,682,21,"Güzel hizmet, ama daha iyi olabilir.",914
68,39895,39826,704,22,"Yine de memnun kaldım.",694
51,63924,27984,673,8,"Hizmet çok iyi, teşekkürler.",161
61,42264,39563,734,11,"Hizmet çok iyi, teşekkürler.",296
32,58038,22735,721,11,"Harika ürünler!",616
31,39136,28617,661,12,"Beklentilerimin altında.",774
23,43213,36228,600,16,"Beklediğimden daha iyi.",56
67,57431,33737,678,7,"Yeterli bir deneyim.",527
54,72290,19489,717,3,"Güzel hizmet, ama daha iyi olabilir.",58
67,97539,23974,664,2,"Kaliteli, ama fiyat biraz yüksek.",165
49,72747,26735,665,3,"İnternetten daha iyi bekliyordum.",904
20,99208,23724,666,8,"Güzel hizmet, ama daha iyi olabilir.",761
20,99015,21414,699,20,"Güzel hizmet, ama daha iyi olabilir.",972
39,44887,20623,653,8,"Yeterli bir deneyim.",545
39,30051,25395,720,4,"Kaliteli, ama fiyat biraz yüksek.",45
27,97695,16469,699,23,"Ürünler kaliteli, ama fiyatlar yüksek.",932
68,99926,35040,702,13,"Harika ürünler!",810
20,58491,20705,707,22,"Beklediğimden daha iyi.",46
29,46080,13166,611,17,"Beklentilerimin altında.",389
46,64880,31637,747,24,"Güzel hizmet, ama daha iyi olabilir.",251
65,89965,12209,686,22,"Yeterli bir deneyim.",165
34,77361,18747,685,18,"Ürünler kaliteli, ama fiyatlar yüksek.",367
24,96890,10299,631,5,"Yeterli bir deneyim.",378
30,99290,30250,670,12,"Ürünler kaliteli, ama fiyatlar yüksek.",316
19,46593,34931,643,2,"Ürünler kaliteli, ama fiyatlar yüksek.",131
21,46167,23551,665,10,"Hizmet çok iyi, teşekkürler.",388
27,63005,10563,677,7,"Harika ürünler!",581
56,95471,22201,654,15,"Beklentilerimin altında.",571
41,80728,31272,615,22,"Beklentilerimin altında.",716
34,38691,19214,687,7,"Kaliteli, ama fiyat biraz yüksek.",749
69,39756,27574,670,15,"İnternetten daha iyi bekliyordum.",855
23,66308,29594,667,16,"Harika ürünler!",347
36,94079,20096,723,22,"Ürünler kaliteli, ama fiyatlar yüksek.",844
22,95524,32762,732,1,"Ürünler kaliteli, ama fiyatlar yüksek.",617
49,90466,20228,604,15,"Yine de memnun kaldım.",496
27,39327,19218,724,3,"Beklentilerimin altında.",695
26,58520,34831,730,10,"Hizmet çok iyi, teşekkürler.",849
44,73308,28802,735,16,"Harika ürünler!",954
30,46533,24613,673,2,"Güzel hizmet, ama daha iyi olabilir.",510
36,74488,28947,724,17,"Beklediğimden daha iyi.",518
38,97160,29335,697,1,"Yeterli bir deneyim.",451
41,70429,24093,722,4,"Güzel hizmet, ama daha iyi olabilir.",542
55,81726,39907,699,11,"Harika ürünler!",215
21,50653,33767,652,17,"İnternetten daha iyi bekliyordum.",469
41,86921,26653,675,2,"Hizmet çok iyi, teşekkürler.",852
52,43654,16619,727,1,"Kaliteli, ama fiyat biraz yüksek.",303
20,32108,32031,613,6,"Ürünler kaliteli, ama fiyatlar yüksek.",297
21,99483,19119,604,11,"Kaliteli, ama fiyat biraz yüksek.",345
54,37899,34639,711,4,"Hizmet çok iyi, teşekkürler.",285
57,43372,14555,626,24,"Yeterli bir deneyim.",884
65,67682,23327,724,11,"İnternetten daha iyi bekliyordum.",125
52,97799,11042,628,5,"Hizmet çok iyi, teşekkürler.",50
48,66583,15444,602,10,"Kaliteli, ama fiyat biraz yüksek.",418
61,59295,31387,736,5,"Beklentilerimin altında.",701
42,96113,14188,600,24,"Beklentilerimin altında.",50
57,79574,23060,622,22,"Beklediğimden daha iyi.",470
30,94934,35385,666,22,"Hizmet çok iyi, teşekkürler.",375
21,60066,20233,605,3,"Hizmet çok iyi, teşekkürler.",364
63,38945,13088,648,6,"Hizmet çok iyi, teşekkürler.",231
31,59418,11646,742,13,"Beklentilerimin altında.",689
30,79874,23127,629,16,"Yeterli bir deneyim.",669
44,47130,10487,639,7,"Güzel hizmet, ama daha iyi olabilir.",658
23,98248,25453,662,18,"Kaliteli, ama fiyat biraz yüksek.",479
34,71394,29465,647,3,"Kaliteli, ama fiyat biraz yüksek.",305
53,79635,11747,723,6,"İnternetten daha iyi bekliyordum.",437
57,47404,35324,667,10,"İnternetten daha iyi bekliyordum.",250
66,43156,38413,734,16,"Yine de memnun kaldım.",850
52,85618,26911,642,13,"İnternetten daha iyi bekliyordum.",341
34,79999,27551,743,24,"Yeterli bir deneyim.",131
58,43785,39225,621,24,"Beklediğimden daha iyi.",748
19,78359,30994,662,9,"Harika ürünler!",523
30,44694,26278,640,16,"Hizmet çok iyi, teşekkürler.",654
69,66114,38117,649,11,"Ürünler kaliteli, ama fiyatlar yüksek.",505
19,99549,30856,666,9,"Güzel hizmet, ama daha iyi olabilir.",398
69,87230,21931,685,10,"Beklentilerimin altında.",905
45,62799,34045,636,11,"Harika ürünler!",117
60,41156,32188,749,21,"Kaliteli, ama fiyat biraz yüksek.",60
43,40304,10483,626,22,"Ürünler kaliteli, ama fiyatlar yüksek.",914
39,70645,10451,719,15,"Beklediğimden daha iyi.",180
64,68938,14069,729,21,"Güzel hizmet, ama daha iyi olabilir.",967
60,86982,32039,621,13,"Beklediğimden daha iyi.",312
20,32315,23386,616,17,"Güzel hizmet, ama daha iyi olabilir.",990
52,42420,17207,711,4,"Yine de memnun kaldım.",264
29,48312,14397,724,11,"Kaliteli, ama fiyat biraz yüksek.",28
41,51395,15671,655,1,"Beklediğimden daha iyi.",262
22,70301,29517,642,1,"Kaliteli, ama fiyat biraz yüksek.",711
37,76972,28157,720,3,"Harika ürünler!",616
56,93294,32006,732,23,"Kaliteli, ama fiyat biraz yüksek.",912
56,78225,19190,729,15,"Beklediğimden daha iyi.",590
30,52854,17412,720,1,"Yine de memnun kaldım.",655
58,60929,28449,731,23,"Hizmet çok iyi, teşekkürler.",710
62,87103,18589,711,16,"Beklediğimden daha iyi.",617
29,93620,39678,733,17,"Harika ürünler!",338
30,74590,24929,604,9,"Güzel hizmet, ama daha iyi olabilir.",421
27,40621,16332,660,5,"Beklediğimden daha iyi.",88
50,30973,25979,655,6,"Beklentilerimin altında.",331
57,88786,17913,701,15,"Harika ürünler!",991
33,67097,19995,718,9,"Ürünler kaliteli, ama fiyatlar yüksek.",430
62,64245,36727,612,3,"Yine de memnun kaldım.",777
52,95211,11946,625,19,"Yine de memnun kaldım.",762
20,84841,38293,663,21,"Kaliteli, ama fiyat biraz yüksek.",151
22,55346,13415,738,13,"Hizmet çok iyi, teşekkürler.",817
43,79153,11394,661,13,"Güzel hizmet, ama daha iyi olabilir.",707
28,35972,38704,723,23,"Beklediğimden daha iyi.",125
24,78063,25084,669,3,"Kaliteli, ama fiyat biraz yüksek.",42
27,95488,12421,674,20,"Yeterli bir deneyim.",420
59,87055,30303,609,14,"İnternetten daha iyi bekliyordum.",684
69,94366,17345,743,2,"Kaliteli, ama fiyat biraz yüksek.",489
51,40931,29467,611,10,"Harika ürünler!",565
20,37702,18030,687,9,"Hizmet çok iyi, teşekkürler.",252
25,51540,34504,649,13,"Harika ürünler!",998
48,87450,20980,742,11,"Yeterli bir deneyim.",810
28,95252,11844,658,2,"İnternetten daha iyi bekliyordum.",707
62,76904,11804,661,16,"Beklentilerimin altında.",483
24,82320,19081,671,5,"İnternetten daha iyi bekliyordum.",292
62,61000,28887,649,1,"Harika ürünler!",216
19,32599,28277,653,8,"Beklediğimden daha iyi.",168
23,86165,28050,653,22,"Yeterli bir deneyim.",733
58,88855,14344,703,16,"İnternetten daha iyi bekliyordum.",639
49,30018,32975,650,14,"Ürünler kaliteli, ama fiyatlar yüksek.",384
37,30858,29449,673,2,"Güzel hizmet, ama daha iyi olabilir.",860
51,55992,31459,728,18,"Güzel hizmet, ama daha iyi olabilir.",15
67,62580,21833,684,21,"Güzel hizmet, ama daha iyi olabilir.",36
33,65800,29459,668,7,"Beklediğimden daha iyi.",420
42,88770,11259,728,12,"Beklentilerimin altında.",902
29,84941,28604,716,15,"Ürünler kaliteli, ama fiyatlar yüksek.",295
24,67487,31825,654,22,"Beklentilerimin altında.",434
56,42943,36994,684,2,"Beklentilerimin altında.",319
34,91457,23859,688,22,"Ürünler kaliteli, ama fiyatlar yüksek.",736
62,48836,21030,672,17,"Güzel hizmet, ama daha iyi olabilir.",625
28,41394,37372,679,11,"Beklentilerimin altında.",533
23,55280,35362,709,2,"Ürünler kaliteli, ama fiyatlar yüksek.",298
40,31159,37943,660,19,"İnternetten daha iyi bekliyordum.",573
44,53440,31319,702,5,"Beklentilerimin altında.",693
63,82712,12447,712,17,"Harika ürünler!",922
23,77656,13129,679,16,"Kaliteli, ama fiyat biraz yüksek.",796
55,36589,28282,741,13,"Yeterli bir deneyim.",15
19,78241,17697,711,13,"Beklentilerimin altında.",980
39,53233,33075,697,13,"Harika ürünler!",394
37,65011,30887,687,5,"Harika ürünler!",276
42,38177,38160,699,5,"Ürünler kaliteli, ama fiyatlar yüksek.",648
32,64528,38735,719,20,"İnternetten daha iyi bekliyordum.",282
66,91351,13949,728,19,"Güzel hizmet, ama daha iyi olabilir.",638
46,86831,20659,646,7,"Yeterli bir deneyim.",998
25,81827,18010,748,11,"Beklentilerimin altında.",85
